#Exported from mctoolsr
"#OTU ID"	"Anaxyrus.boreas.Tadpole.6.BTP.188Body.swab"	"Anaxyrus.boreas.Adult.Male.BTP.182Skin.2"	"Anaxyrus.boreas.Adult.Male.BTP.228Skin"	"Anaxyrus.boreas.Camo.Metamorph.2.BTP.206Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.264Body.swab"	"Anaxyrus.boreas.NA.BTP.24Skin"	"Anaxyrus.boreas.Juvenile.BTP.73BD.swab"	"Anaxyrus.boreas.Adult.Male.BTP.181Skin.1"	"Anaxyrus.boreas.Metamorph.BTP.233Skin"	"Anaxyrus.boreas.Black.Metamorph.7.BTP.201Body.swab"	"Anaxyrus.boreas.Subadult.BTP.34Skin"	"Anaxyrus.boreas.Eggs.BTP.65Egg.swab"	"Anaxyrus.boreas.Metamorph.BTP.232Skin"	"Anaxyrus.boreas.NA.BTP.20Skin"	"Anaxyrus.boreas.Tadpole.BTP.111Body.swab"	"Anaxyrus.boreas.NA.BTP.12Skin"	"Anaxyrus.boreas.Subadult.BTP.36.2Skin"	"Anaxyrus.boreas.Tadpole.BTP.116Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.171Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.248Body.swab"	"Anaxyrus.boreas.Egg.BTP.44Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.88Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.81Body.swab"	"Anaxyrus.boreas.NA.BTP.26Skin"	"Anaxyrus.boreas.Camo.Metamorph.6.BTP.210Body.swab"	"Anaxyrus.boreas.Adult.Female.BTP.153Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.117Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.134Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.127Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.83Body.swab"	"Anaxyrus.boreas.Camo.Metamorph.10.BTP.214Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.101Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.84Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.112Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.114Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.260Body.swab"	"Anaxyrus.boreas.Juvenile.BTP.74Skin"	"Anaxyrus.boreas.Adult.BTP.10Skin"	"Anaxyrus.boreas.Adult.Male.BTP.140Side.2"	"Anaxyrus.boreas.Tadpole.BTP.128Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.129Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.113Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.108Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.229Skin"	"Anaxyrus.boreas.NA.BTP.22Skin"	"Anaxyrus.boreas.Black.Metamorph.3.BTP.197Body.swab"	"Anaxyrus.boreas.Egg.BTP.4Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.156Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.167Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.250Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.143Body.swab"	"Anaxyrus.boreas.Egg.BTP.43Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.103Body.swab"	"Anaxyrus.boreas.Egg.BTP.46Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.89Body.swab"	"Anaxyrus.boreas.Camo.Metamorph.3.BTP.207Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.52Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.147Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.230Skin"	"Anaxyrus.boreas.Tadpole.BTP.106Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.238Skin"	"Anaxyrus.boreas.Tadpole.BTP.90Body.swab"	"Anaxyrus.boreas.Camo.Metamorph.5.BTP.209Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.130Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.263Body.swab"	"Anaxyrus.boreas.Tadpole.2.BTP.184Body.swab"	"Anaxyrus.boreas.Adult.BTP.6Skin"	"Anaxyrus.boreas.NA.BTP.16Skin"	"Anaxyrus.boreas.Tadpole.BTP.148Body.swab"	"Anaxyrus.boreas.NA.BTP.18Skin"	"Anaxyrus.boreas.Tadpole.BTP.82Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.51Body.swab"	"Anaxyrus.boreas.Black.Metamorph.9.BTP.203Body.swab"	"Anaxyrus.boreas.NA.BTP.14Skin"	"Anaxyrus.boreas.Black.Metamorph.1.BTP.195Body.swab"	"Anaxyrus.boreas.Egg.BTP.45Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.80Body.swab"	"Anaxyrus.boreas.Black.Metamorph.4.BTP.198Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.241Skin"	"Anaxyrus.boreas.Tadpole.BTP.174Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.107Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.102Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.133Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.124Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.97Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.162Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.126Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.239Skin"	"Anaxyrus.boreas.Tadpole.BTP.72.1Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.96Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.168Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.149Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.150Body.swab"	"Anaxyrus.boreas.Tadpole.9.BTP.191Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.160Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.105Body.swab"	"Anaxyrus.boreas.Tadpole.3.BTP.185Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.109Body.swab"	"Anaxyrus.boreas.Eggs.BTP.63Egg.swab"	"Anaxyrus.boreas.Black.Metamorph.10.BTP.204Body.swab"	"Anaxyrus.boreas.Metamorph.BTP.231Skin"	"Anaxyrus.boreas.Egg.BTP.1Egg.swab"	"Anaxyrus.boreas.Adult.BTP.8Skin"	"Anaxyrus.boreas.Black.Metamorph.8.BTP.202Body.swab"	"Anaxyrus.boreas.Tadpole.1.BTP.183Body.swab"	"Anaxyrus.boreas.Lake.water.BTP.10.3Skin"	"Anaxyrus.boreas.Tadpole.BTP.125Body.swab"	"Anaxyrus.boreas.Camo.Metamorph.4.BTP.208Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.173Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.100Body.swab"	"Anaxyrus.boreas.Egg.BTP.3Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.85Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.118Body.swab"	"Anaxyrus.boreas.Black.Metamorph.2.BTP.196Body.swab"	"Anaxyrus.boreas.Tadpole.BTP.152Body.swab"	"Anaxyrus.boreas.Subadult.BTP.36Skin"	"Anaxyrus.boreas.Tadpole.BTP.163Body.swab"	"Anaxyrus.boreas.Black.Metamorph.6.BTP.200Body.swab"	"Anaxyrus.boreas.Eggs.BTP.64Egg.swab"	"Anaxyrus.boreas.Tadpole.BTP.132Body.swab"	"Anaxyrus.boreas.Tadpole.10.BTP.192Body.swab"	"Anaxyrus.boreas.Eggs.BTP.61Egg.swab"	"Anaxyrus.boreas.Eggs.BTP.62Egg.swab"	"Anaxyrus.boreas.Tadpole.7.BTP.189Body.swab"	"taxonomy"
"OTU_2725"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Physalacriaceae; g__Strobilurus; s__Strobilurus_stephanocystis"
"OTU_2752"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; NA; NA; NA"
"OTU_3765"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Yamadazyma; s__Yamadazyma_triangularis"
"OTU_4006"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__unidentified; g__unidentified; s__unidentified"
"OTU_2581"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; NA; NA"
"OTU_5001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; NA; NA; NA; NA; NA; NA"
"OTU_6429"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"OTU_4339"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__Tomentella_cinerascens"
"OTU_2657"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae; g__Leptosphaeria; NA"
"OTU_2711"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; NA; NA; NA; NA; NA; NA"
"OTU_3421"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Cucurbitariaceae; g__Pyrenochaeta; s__unidentified"
"OTU_2684"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Cistella; s__unidentified"
"OTU_3060"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; NA; NA; NA; NA; NA; NA"
"OTU_3851"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Arthoniomycetes; o__Lichenostigmatales; f__Phaeococcomycetaceae; g__Phaeococcomyces; s__unidentified"
"OTU_4811"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Valsaceae; g__Cytospora; s__Cytospora_eucalyptina"
"OTU_6265"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; NA; NA; NA; NA; NA; NA"
"OTU_3519"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; NA; NA; NA; NA; NA; NA"
"OTU_3789"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Crepidotaceae; g__Crepidotus; s__Crepidotus_epibryus"
"OTU_3696"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Lecanoraceae; g__Lecanora; s__Lecanora_polytropa"
"OTU_2836"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Serendipitaceae; g__Serendipita; s__unidentified"
"OTU_6316"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Lachnum; s__Lachnum_virgineum"
"OTU_4618"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Hymenochaetales_fam_Incertae_sedis; g__Resinicium; s__Resinicium_monticola"
"OTU_2874"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; NA; NA"
"OTU_5167"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Sordariomycetes; NA; NA; NA; NA"
"OTU_2669"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Hyphodermataceae; g__Hyphoderma; s__unidentified"
"OTU_4258"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Ostropales; f__Stictidaceae; NA; NA"
"OTU_7606"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Phaeosphaeria; s__unidentified"
"OTU_3749"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Pleurotheciales; f__Pleurotheciaceae; g__Pleurotheciella; s__unidentified"
"OTU_5465"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stereaceae; g__Conferticium; s__Conferticium_ochraceum"
"OTU_3429"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Mycenella; s__Mycenella_bryophila"
"OTU_4299"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; NA; NA; NA"
